GTR1 ID,Index,Ticker Symbol,Company Name,CUSIP,field1=styp.a,field2=dspo:1,field16=ord:1,field10=perendq1.s,[Q1End],"field17=linear:1,field16,-1,field12",field39=sic.a,"field40=if:field39et6510!6512!6531!6798,1,0",[RealEstOps],field42=trbc2.s,"field43=ifet:field42,55,1,0",field46=fincd12.a,[Finance],[Financial],field3=shrinst.s,field4=float.s,field5=epsq1.s,field6=epsq5.s,field7=salesq1.s,field8=salesq5.s,"field9=trp:1,126","field13=agv:1,10",field18=gtoa.a,"field19=ratio:field13,field18","field20=linear:1,field5,-1,field6","field21=linear:1,field7,-1,field8",field24=csoq1d.s,field25=sprc,"field26=product:field24,field25",[MktCap],field31=fcfps12mq1d.s,"field32=ratio:field25,field31",[PFCF],"field14=agv:1,63",[VR],"field36=ratio:field14,field18","field37=ratio:field9,field36",[SORT],,,,,,
30630,4510,USNA,USANA HEALTH SCIENCES INC,'90328M107,11,6262,25247,25198,25198,49,2833,0,0,54,0,10,0,0,59,12.227,1.466,1.235,308,266.6,34.71703,135951.8,2.272347,59828.8,0.2309999,41.39999,20.2366,104.5,2114.725,2114.725,6.62,15.7855,15.7855,224263.4,0.6062148,98692.41,0.00035177,0.0002132482,,,,,,
36200,496,RRGB,RED ROBIN GOURMET BURGERS INC,'75689M101,11,4757,25247,25208,25208,39,5812,0,0,53,0,9,0,0,96.6,13.858,-0.559,-13.508,326.3,306.1,57.28109,3042225,10.7033,284232.4,12.949,20.19998,15.68104,32.51,509.7907,509.7907,2.12,15.33491,15.33491,2982954,1.01987,278694.8,0.0002055334,0.0002096174,,,,,,
41891,5327,CCRC,CHINA CUSTOMER RELATIONS CENTERS INC,'G2118P102,12,1377,25247,25136,25136,111,7389,0,0,52,0,12,0,0,5,5.304,0.797,0.277,142.6,75.4,27.2541,391475.7,10.13459,38627.69,0.52,67.2,18.32226,6.210001,113.7812,113.7812,1.02,6.088236,6.088236,730174.9,0.5361396,72047.82,0.000378278,0.0002028098,,,,,,
41118,8517,RYI,RYERSON HOLDING CORP,'783754104,11,1722,25247,25197,25197,50,3310,0,0,51,0,3,0,0,93.7,16.282,0.66,0.434,1147.3,1010.3,27.19008,1085694,10.2816,105595.8,0.226,137.0001,38.47759,15.39,592.1702,592.1702,3.47,4.435159,4.435159,1234028,0.8797967,120023,0.0002265406,0.0001993097,,,,,,
12209,2063,SKY,SKYLINE CHAMPION CORP,'830830105,11,14700,25247,25198,25198,49,2451,0,0,53,0,12,0,0,98.4,51.96,0.597,0.106,447.6,301.1,63.80571,72530.42,0.1492327,486022.3,0.491,146.5,56.64025,49.24,2788.966,2788.966,2.56,19.23438,19.23438,59085.94,1.227541,395931.6,0.0001611534,0.0001978224,,,,,,
37588,6066,TGP,TEEKAY LNG PARTNERS L P,'Y8564M105,72,4053,25247,25197,25197,50,4412,0,0,50,0,12,0,0,30.3,51.006,0.917,-0.501,152.8,139.9,35.19007,1267828,8.117622,156182.2,1.418,12.90001,86.96741,15.81,1374.955,1374.955,2.24,7.058036,7.058036,1407087,0.9010305,173337.3,0.000203015,0.0001829227,,,,,,
5099,7635,ECOM,CHANNELADVISOR CORP,'159179100,11,2027,25247,25197,25197,50,7372,0,0,57,0,6,0,0,95.7,28.995,0.186,0.071,39.2,32,62.9161,2635973,18.388,143352.9,0.115,7.200001,29.73267,24.47,727.5583,727.5583,1.16,21.09483,21.09483,4129128,0.638385,224555.5,0.0002801806,0.0001788631,,,,,,
42742,8830,NEXA,NEXA RESOURCES S A,'L67359106,12,910,25247,25197,25197,50,1041,0,0,51,0,12,0,0,25.6,44.404,0.172,-3.954,602.9,442.1,24.35348,1929359,14.38555,134117.8,4.126,160.8,132.4392,10.47,1386.639,1386.639,0.7,14.95714,14.95714,1982646,0.9731234,137822,0.0001767024,0.0001719533,,,,,,
42216,6878,ASIX,ADVANSIX INC,'00773T101,11,1180,25247,25197,25197,50,2821,0,0,51,0,5,0,0,87.4,27.324,1.001,0.307,376.4,302.7,49.00245,1619382,10.9173,148331.7,0.694,73.69998,28.05171,30.62,858.9434,858.9434,3.02,10.13907,10.13907,2245752,0.7210865,205705.8,0.0002382161,0.0001717744,,,,,,
5590,8121,LGIH,LGI HOMES INC,'50187T106,11,1910,25247,25197,25197,50,9999,0,0,53,0,12,0,0,88.9,22.244,3.994,1.692,706,454.7,46.28329,3914942,12.87022,304186.1,2.302,251.3,24.93442,156.45,3900.99,3900.99,11.88,13.16919,13.16919,3704044,1.056937,287799.6,0.0001608178,0.0001699743,,,,,,
37602,1829,ZUMZ,ZUMIEZ INC,'989817101,11,4052,25247,25155,25155,92,5600,0,0,53,0,9,0,0,81.6,21.935,1.71,1.499,331.5,328.8,25.91201,3548920,11.87274,298913.4,0.2110001,2.700012,25.74764,46.94,1208.594,1208.594,5.1,9.203921,9.203921,2548888,1.392341,214684.1,0.0001206983,0.0001680532,,,,,,
29279,6554,EME,EMCOR GROUP INC,'29084Q100,11,6407,25247,25197,25197,50,1731,0,0,52,0,12,0,0,96.7,53.592,1.544,1.351,2304,2299.8,40.56307,557533.4,1.924288,289735,0.1930001,4.199951,54.55623,126.72,6913.366,6913.366,13.29,9.53499,9.53499,511237.3,1.090557,265676.2,0.0001526786,0.0001665047,,,,,,
30683,6903,PAG,PENSKE AUTOMOTIVE GROUP INC,'70959W103,11,6199,25247,25197,25197,50,5511,0,0,53,0,9,0,0,79.8,65.927,2.264,0.637,5773.8,5009.1,37.8191,3215952,10.91394,294664.6,1.627,764.6997,80.827,80.14,6477.476,6477.476,11.87,6.751474,6.751474,2854570,1.126598,261552.7,0.0001445946,0.0001628999,,,,,,
5639,8154,PANL,PANGAEA LOGISTICS SOLUTIONS LTD,'G6891L105,12,1884,25247,25197,25197,50,4412,0,0,52,0,12,0,0,58.9,25.756,0.133,-0.157,125,95.9,59.82439,1.429811E+07,20.68211,691327.6,0.29,29.1,45.625,4.25,193.9063,193.9063,0.54,7.87037,7.87037,1.045352E+07,1.367779,505438,0.0001183615,0.0001618924,,,,,,
30972,6017,UNFI,UNITED NATURAL FOODS INC,'911163103,11,6192,25247,25155,25155,92,5140,0,0,54,0,9,0,0,89.8,55.368,1.05,-0.574,6888.1,6431.4,119.8014,1.074938E+07,5.81216,1849465,1.624,456.7002,56.29498,35.41,1993.405,1993.405,7.77,4.557271,4.557271,6809684,1.578544,1171627,0.0001022521,0.0001614095,,,,,,
15258,2866,MTW,MANITOWOC COMPANY INC THE,'563571405,11,12228,25247,25197,25197,50,3531,0,0,52,0,3,0,0,80.5,33.448,-0.089,-0.222,354.3,329.2,91.33127,16129.23,0.06184682,260793.3,0.133,25.09998,34.73486,24.72,858.6459,858.6459,1.54,16.05195,16.05195,23767.38,0.6786288,384294.4,0.0002376596,0.0001612827,,,,,,
23083,5548,STRL,STERLING CONSTRUCTION COMPANY INC,'859241101,11,4362,25247,25197,25197,50,1600,0,0,52,0,12,0,0,87.2,27.461,0.373,0.112,315.3,296.7,47.17668,2241911,10.38643,215850,0.261,18.59998,28.59943,24.24,693.2502,693.2502,3.9,6.215384,6.215384,2610539,0.8587924,251341.3,0.0001876997,0.0001611951,,,,,,
17819,2816,PATK,PATRICK INDUSTRIES INC,'703343103,11,12228,25247,25194,25194,53,5030,0,0,53,0,9,0,0,92.8,22.315,2.09,0.921,850.5,589.2,19.47579,70142.96,0.4633134,151394.2,1.169,261.3,23.77218,80.89999,1923.169,1923.169,5.82,13.90034,13.90034,63271.6,1.108601,136563.3,0.0001426137,0.0001581017,,,,,,
36154,3842,BGFV,BIG 5 SPORTING GOODS CORP,'08915P101,11,4774,25247,25198,25198,49,5941,0,0,53,0,9,0,0,45,20.669,1.006,-0.218,272.8,217.7,234.3661,8410479,5.960338,1411074,1.224,55.09999,22.29076,29.21,651.1131,651.1131,8.360001,3.494019,3.494019,8652941,0.9719793,1451754,0.0001614366,0.000156913,,,,,,
36674,4370,ANIP,ANI PHARMACEUTICALS INC,'00182C103,11,4454,25247,25197,25197,50,2836,0,0,56,0,10,0,0,60.9,9.855,0.007,-0.589,54.5,49.8,14.00065,4575630,119.0913,38421.2,0.596,4.700001,12.74132,34.85,444.0351,444.0351,2.42,14.40083,14.40083,6978278,0.6556961,58596.05,0.0002389351,0.0001566688,,,,,,
26578,3536,MHO,M/I HOMES INC,'55305B101,11,6950,25247,25197,25197,50,1531,0,0,53,0,12,0,0,95.5,28.571,2.925,1.115,828.8,577.6,44.91602,1488339,5.907717,251931.4,1.81,251.2,29.18499,63.85,1863.461,1863.461,8.77,7.280501,7.280501,1589712,0.9362324,269090.7,0.0001669178,0.0001562738,,,,,,
6905,1852,BRC,BRADY CORP,'104674106,11,9314,25247,25218,25218,29,3999,0,0,52,0,2,0,0,87,46.59,0.716,0.259,295.5,265.9,29.90891,97481.2,0.6248819,155999.4,0.457,29.60001,52.06369,59.52,3098.831,3098.831,2.44,24.39344,24.39344,108632,0.8973529,173844,0.0001720445,0.0001543847,,,,,,
42316,1272,ICHR,ICHOR HOLDINGS,'G4740B105,12,1132,25247,25194,25194,53,3559,0,0,57,0,3,0,0,90.3,27.833,0.523,0.149,264.6,220,69.98459,2375864,9.732499,244116.5,0.374,44.60001,28.07854,55.16,1548.812,1548.812,2.84,19.42253,19.42253,3250850,0.7308438,334020.1,0.0002095221,0.0001531279,,,,,,
41039,7129,TMST,TIMKENSTEEL CORP,'887399103,11,1749,25247,25197,25197,50,3312,0,0,51,0,3,0,0,72.8,37.293,0.216,-0.443,273.6,259.7,191.7883,2.221743E+07,30.07085,738836.2,0.659,13.89999,45.70081,15.99,730.7559,730.7559,2.33,6.862661,6.862661,2.978399E+07,0.7459524,990460.4,0.0001936356,0.0001444429,,,,,,
4466,7855,HEAR,TURTLE BEACH CORP,'900450206,11,2320,25247,25197,25197,50,9999,0,0,57,0,12,0,0,68.8,15.512,0.568,-0.245,93.1,35,91.36247,5597414,17.73847,315552.3,0.813,58.1,15.8209,37.22,588.8538,588.8538,2.74,13.58394,13.58394,8006373,0.6991197,451356.6,0.0002024175,0.0001415141,,,,,,
11757,1202,SCL,STEPAN COMPANY,'858586100,11,14837,25247,25197,25197,50,2841,0,0,51,0,5,0,0,79.4,21.481,1.768,1.196,537.7,450,10.66792,5030.293,0.09168008,54867.9,0.572,87.70001,22.51725,131.34,2957.416,2957.416,8.62,15.23666,15.23666,5921.1,0.8495539,64584.36,0.0001651781,0.0001403277,,,,,,
5501,5484,CRTO,CRITEO S A ADS,'226718104,31,1916,25247,25197,25197,50,9999,0,0,53,0,12,0,0,85.1,57.614,0.369,0.251,541.1,503.4,115.8484,2.181238E+07,35.30752,617782.8,0.118,37.69998,60.7953,40.45,2459.17,2459.17,2.18,18.55504,18.55504,2.557704E+07,0.8528108,724407.8,0.0001599216,0.0001363829,,,,,,
22856,5535,MNRO,MONRO INC,'610236101,11,7524,25247,25194,25194,53,7530,0,0,53,0,12,0,0,99.4,32.999,0.35,-0.117,305.5,286.1,32.46772,579651.2,2.54203,228026.9,0.467,19.39999,33.49308,63.78,2136.188,2136.188,3.06,20.84314,20.84314,593745.4,0.9762622,233571.3,0.0001390056,0.0001357059,,,,,,
28401,146,CBZ,CBIZ INC,'124805102,11,6577,25247,25197,25197,50,7389,0,0,52,0,12,0,0,96.3,50.556,0.941,0.675,300.7,277.5,29.57858,646984.5,4.90099,132011,0.266,23.20001,53.17504,32.9,1749.459,1749.459,2.58,12.75194,12.75194,835558.2,0.774314,170487.6,0.000173494,0.0001343388,,,,,,
25485,5424,ETH,ETHAN ALLEN INTERIORS INC,'297602104,11,7112,25247,25197,25197,50,2511,0,0,53,0,2,0,0,83.4,21.388,0.617,-0.009,177,149.8,72.44292,881499.4,2.991273,294690.4,0.626,27.2,25.19538,31.08,783.0724,783.0724,3.39,9.168141,9.168141,1209724,0.7286779,404417.9,0.0001791289,0.0001305272,,,,,,
22618,956,MLI,MUELLER INDUSTRIES INC,'624756102,11,7630,25247,25194,25194,53,3351,0,0,52,0,3,0,0,92.6,55.325,1.129,0.58,818.1,602.9,38.39501,101463.3,0.5029621,201731.5,0.549,215.2,57.12798,46.78,2672.447,2672.447,2.42,19.33058,19.33058,122531.8,0.8280571,243620.3,0.0001576018,0.0001305033,,,,,,
37259,4450,ADES,ADVANCED EMISSIONS SOLUTIONS INC,'00770C101,11,1241,25247,25197,25197,50,2890,0,0,52,0,5,0,0,61.9,18.509,0.756,-0.105,21.1,12.3,37.90035,747417.6,3.203836,233288.3,0.861,8.8,18.85679,7.75,146.1401,146.1401,3.4,2.279412,2.279412,843421.2,0.8861737,263253.5,0.000143969,0.0001275816,,,,,,
40990,8413,CCS,CENTURY COMMUNITIES INC,'156504300,11,1758,25247,25197,25197,50,1531,0,0,53,0,12,0,0,89.6,29.724,3.029,0.787,1008.6,602.6,50.35431,1.486348E+07,21.17257,702015.9,2.242,406,33.72114,66.32,2236.386,2236.386,13.09,5.066463,5.066463,1.14431E+07,1.298903,540468.2,9.316794E-05,0.0001210161,,,,,,
4954,1668,BCC,BOISE CASCADE LLC,'09739D100,11,2101,25247,25197,25197,50,2621,0,0,53,0,3,0,0,97.2,39.088,3.79,0.312,1821.3,1170.5,35.2568,1.090227E+07,23.0777,472415.9,3.478,650.8,39.33077,61.91,2434.968,2434.968,6.49,9.539291,9.539291,8586188,1.269745,372055.7,9.476217E-05,0.0001203238,,,,,,
38069,1753,KOP,KOPPERS HOLDINGS INC,'50060P106,11,3866,25247,25197,25197,50,2491,0,0,51,0,12,0,0,95.4,20.281,1.225,-0.067,407.5,401.9,18.93534,1098809,11.50716,95489.2,1.292,5.600006,21.23969,33.29,707.0693,707.0693,2.54,13.1063,13.1063,1417618,0.7751096,123194.4,0.0001537028,0.0001191365,,,,,,
37625,6130,LINC,LINCOLN EDUCATIONAL SERVICES CORP,'533535100,11,4019,25247,25197,25197,50,8200,0,0,63,0,12,0,0,69.2,24.278,0.13,-0.079,78,70,26.51391,1588671,15.18417,104626.8,0.209,8,26.90066,7.73,207.9421,207.9421,0.88,8.784091,8.784091,2320064,0.6847529,152795,0.0001735261,0.0001188225,,,,,,
23441,2571,PHX,PHX MINERALS INC,'69291A100,11,7422,25247,25197,25197,50,1311,0,0,50,0,4,0,0,28.4,25.267,-0.022,-1.238,8.4,7.2,69.664,78139.95,0.214308,364615.2,1.216,1.2,30.40816,3.54,107.6449,107.6449,0.43,8.232558,8.232558,99997.52,0.7814189,466606.6,0.0001492992,0.0001166652,,,,,,
23789,5876,CNR,CORNERSTONE BUILDING BRANDS INC,'21925D109,11,7351,25247,25198,25198,49,3448,0,0,53,0,3,0,0,91.8,53.795,-0.013,-4.304,1267,1113.8,100,1.548001E+07,13.3152,1162582,4.291,153.2,125.7093,18.98,2385.963,2385.963,2.04,9.303922,9.303922,1.357976E+07,1.139932,1019869,9.80518E-05,0.0001117724,,,,,,
44941,3310,WCC,WESCO INTERNATIONAL INC,'95082P105,11,5557,25247,25197,25197,50,5063,0,0,52,0,9,0,0,95.9,37.07,0.894,0.822,4041.5,1968.6,53.08232,5128172,17.12709,299418.8,0.07199997,2072.9,50.18245,111,5570.252,5570.252,11.48,9.668989,9.668989,6462592,0.7935163,377331.6,0.0001406782,0.0001116304,,,,,,
40898,8332,SPWH,SPORTSMAN S WAREHOUSE HOLDINGS INC,'84920Y106,11,1800,25247,25218,25218,29,5941,0,0,53,0,9,0,0,96.7,42.68,0.239,-0.026,327,246.8,46.00326,7824294,9.731259,804037.1,0.265,80.2,43.72002,17.9,782.5883,782.5883,4.11,4.355231,4.355231,5618868,1.392503,577404.1,7.967256E-05,0.0001109443,,,,,,
24306,6970,CCU,COMPANIA CERVECERIAS UNIDAS S A,'204429104,31,7231,25247,25197,25197,50,2082,0,0,54,0,1,0,0,19.5,73.901,0.484,0.243,791.8,710.6,22.01806,356913.6,1.210241,294911.1,0.241,81.20001,183.7761,18.27,3357.589,3357.589,0.88,20.76136,20.76136,295077.8,1.209557,243817.4,9.030556E-05,0.0001092298,,,,,,
40983,709,TSE,TRINSEO S A,'L9340P101,12,1762,25247,25197,25197,50,2821,0,0,51,0,5,0,0,94.6,37.721,1.857,-0.943,1092.6,853.5,46.0638,4678304,17.29691,270470.4,2.8,239.1,38.73862,63.73,2468.812,2468.812,4.94,12.90081,12.90081,5858774,0.7985123,338717.9,0.0001359946,0.0001085933,,,,,,
26932,1024,BZH,BEAZER HOMES USA INC,'07556Q881,11,6873,25247,25197,25197,50,1531,0,0,53,0,12,0,0,77.7,29.79,0.819,0.355,549.9,489.4,41.5344,1.215491E+07,25.40833,478382.7,0.464,60.50003,31.29228,21.4,669.6548,669.6548,12.53,1.707901,1.707901,1.08998E+07,1.11515,428985.1,9.682016E-05,0.000107969,,,,,,
37650,1516,OSK,OSHKOSH CORP HOLDING COMPANY,'688239201,11,8996,25247,25197,25197,50,3711,0,0,52,0,2,0,0,93,68.208,1.454,1.005,1889,1796.7,51.78449,622217.2,1.068925,582096.2,0.449,92.30005,68.61656,129.13,8860.456,8860.456,12.48,10.34695,10.34695,565491.4,1.100312,529028.2,9.788608E-05,0.0001077053,,,,,,
4457,7858,CSTE,CAESARSTONE LTD,'M20598104,12,2320,25247,25197,25197,50,9999,0,0,53,0,12,0,0,47,19.28,0.412,0.078,146,126.6,34.71124,908437,10.14608,89535.8,0.334,19.4,34.44099,15.9,547.6118,547.6118,0.8800001,18.06818,18.06818,1725432,0.5264984,170059,0.0002041129,0.0001074651,,,,,,
43,952,PLXS,PLEXUS CORP,'729132100,11,8909,25247,25198,25198,49,3670,0,0,57,0,6,0,0,97.2,28.033,1.453,0.441,880.9,767.4,19.56522,131046.8,1.262535,103796.5,1.012,113.5,28.59396,91.85001,2626.355,2626.355,7.12,12.90028,12.90028,173721,0.7543517,137597,0.0001421923,0.000107263,,,,,,
14079,1778,GFF,GRIFFON CORP,'398433102,11,13327,25247,25197,25197,50,3442,0,0,53,0,3,0,0,74.3,45.909,0.337,0.022,634.8,566.4,28.1756,3.621803E+07,214.7329,168665.5,0.315,68.39996,56.68328,25.37,1438.055,1438.055,2.45,10.3551,10.3551,4.581828E+07,0.7904711,213373.3,0.0001320484,0.0001043804,,,,,,
38995,3180,CAI,CAI INTERNATIONAL INC,'12477X106,11,3543,25247,25197,25197,50,7359,0,0,52,0,12,0,0,86,16.026,1.942,-0.203,80.8,69.1,15.79504,2185232,13.01487,167902.7,2.145,11.7,17.30391,39.34696,680.8563,680.8563,15.99,2.460723,2.460723,2120064,1.030739,162895.5,9.696424E-05,9.994481E-05,,,,,,
27731,2290,RS,RELIANCE STEEL & ALUMINUM CO,'759509102,11,6731,25247,25197,25197,50,5051,0,0,51,0,9,0,0,86.4,63.214,4.194,0.93,2838.4,2572.9,45.54423,760230.3,2.243747,338821.7,3.264,265.5,63.70781,173.27,11038.65,11038.65,12.95,13.37992,13.37992,886586.9,0.8574798,395136.7,0.000115262,9.883481E-05,,,,,,
21380,2034,MERC,MERCER INTERNATIONAL INC,'588056101,11,8290,25247,25197,25197,50,2621,0,0,51,0,3,0,0,51,40.459,0.09,-0.052,412.7,350.6,38.87786,749977.4,3.807835,196956.4,0.142,62.10001,65.99144,13.73,906.0625,906.0625,0.74,18.55405,18.55405,1064695,0.7044056,279606.5,0.0001390449,9.7944E-05,,,,,,
3457,3356,RFP,RESOLUTE FOREST PRODUCTS INC,'76117W109,11,2636,25247,25197,25197,50,2621,0,0,51,0,3,0,0,85.2,78.025,1.071,-0.011,873,689,111.3965,2.247771E+07,19.4066,1158251,1.082,184,79.19917,13.17,1043.053,1043.053,4.5,2.926667,2.926667,2.24022E+07,1.003371,1154360,9.650065E-05,9.682593E-05,,,,,,
7292,382,CR,CRANE CO,'224399105,11,21310,25247,25197,25197,50,3491,0,0,52,0,3,0,0,70.7,49.524,1.863,1.068,833.5,797.9,24.79525,2652.592,0.01047035,253343.1,0.7950001,35.59998,58.40832,92.06,5377.07,5377.07,4.51,20.41241,20.41241,2672.092,0.9927022,255205.6,9.715794E-05,9.644889E-05,,,,,,
34330,6933,HBP,HUTTIG BUILDING PRODUCTS INC,'448451104,11,1889,25247,25197,25197,50,5030,0,0,51,0,9,0,0,40.3,19.447,0.297,-0.344,214.7,203,68.13189,3764576,47.08645,79950.3,0.641,11.7,27.39274,6.12,167.6436,167.6436,1.52,4.026316,4.026316,1.122649E+07,0.3353298,238422.8,0.0002857607,9.58241E-05,,,,,,
10034,1193,AIT,APPLIED INDUSTRIAL TECHNOLOGIES INC,'03820C105,11,14837,25247,25197,25197,50,5085,0,0,52,0,9,0,0,94.7,38.35,1.444,-2.14,840.9,830.8,21.28875,6232.926,0.05834258,106833.2,3.584,10.10004,38.85912,94.32,3665.192,3665.192,6.69,14.09866,14.09866,8988.576,0.6934275,154065.5,0.0001381799,9.581776E-05,,,,,,
25856,1088,SGMS,SCIENTIFIC GAMES CORP,'80874P109,11,9275,25247,25197,25197,50,3578,0,0,53,0,6,0,0,88.1,90.534,-0.158,-1.691,729,725,87.31452,1728857,1.937292,892409.3,1.533,4,96.07857,75.75,7277.952,7277.952,3.03,25,25,1750464,0.9876564,903562.6,9.663362E-05,9.544081E-05,,,,,,
22657,3696,AZO,AUTOZONE INC,'053332102,11,7607,25247,25165,25165,82,5531,0,0,53,0,9,0,0,91.3,21.95,15.275,12.698,2910.8,2513.7,22.6926,1039066,5.801614,179099.5,2.577,397.1001,22.03678,1394.61,30732.71,30732.71,119.46,11.67428,11.67428,1202043,0.8644171,207191.1,0.000109525,9.467526E-05,,,,,,
23894,743,BKE,BUCKLE INC THE,'118440106,11,7327,25247,25155,25155,92,5651,0,0,53,0,9,0,0,59.5,29.724,1.343,0.965,318.8,271,37.52396,322262.1,0.4668418,690302.6,0.3780001,47.79999,49.78807,40.95,2038.821,2038.821,1.87,21.89839,21.89839,244886.5,1.315965,524559.9,7.153418E-05,9.41365E-05,,,,,,
40791,8247,IBP,INSTALLED BUILDING PRODUCTS INC,'45780R101,11,1844,25247,25197,25197,50,1521,0,0,52,0,12,0,0,77.6,23.252,0.59,0.538,437.1,397.3,26.21007,2686771,12.74015,210890.1,0.05199999,39.80002,29.69715,117.5,3489.415,3489.415,4.7,25,25,3091392,0.8691137,242649.6,0.0001080161,9.387831E-05,,,,,,
4786,6302,SSTK,SHUTTERSTOCK INC,'825690100,11,2179,25247,25197,25197,50,7374,0,0,57,0,6,0,0,67.3,22.879,0.812,0.122,183.3,161.3,37.98183,3877517,20.00892,193789.4,0.69,22,36.55464,91.83,3356.813,3356.813,3.85,23.85195,23.85195,5623331,0.689541,281041.2,0.0001351469,9.31893E-05,,,,,,
23784,309,MHK,MOHAWK INDUSTRIES INC,'608190104,11,7353,25247,25198,25198,49,2273,0,0,53,0,1,0,0,78.3,56.45,3.374,1.545,2669,2285.8,43.68721,3637278,5.526978,658095.3,1.829,383.2,69.70781,193.13,13462.67,13462.67,19.79,9.758969,9.758969,3090312,1.176994,559132.3,7.813395E-05,9.196318E-05,,,,,,
41756,7405,FLOW,SPX FLOW INC,'78469X107,11,1436,25247,25198,25198,49,3561,0,0,52,0,3,0,0,96.3,41.707,0.443,-0.125,363.8,289.5,14.21726,5431722,42.6736,127285.3,0.568,74.29999,42.21537,65.74999,2775.66,2775.66,2.89,22.75086,22.75086,6018752,0.9024665,141041.6,0.0001008019,9.097032E-05,,,,,,
30850,4921,SSP,E W SCRIPPS COMPANY THE CL A,'811054402,11,6183,25247,25197,25197,50,4833,0,0,53,0,7,0,0,78.3,57.81,-0.074,-0.145,540.9,414.2,47.79879,374866.1,1.11033,337616.8,0.07099999,126.7,82.28256,21.09,1735.339,1735.339,3.16,6.67405,6.67405,472012.1,0.7941874,425109.8,0.0001124387,8.929741E-05,,,,,,
24293,6965,ASGN,ASGN INC,'00191U102,11,7233,25247,25197,25197,50,7363,0,0,57,0,12,0,0,98.4,51.504,0.919,0.83,1025.7,990.5,21.04509,282553.8,1.579445,178894.4,0.08900005,35.19995,53.20004,101.46,5397.676,5397.676,8.51,11.92244,11.92244,325088.1,0.869161,205824.2,0.0001022479,8.886986E-05,,,,,,
40993,8409,VNOM,VIPER ENERGY PARTNERS LP COMMON UNIT,'92763M105,71,1758,25247,25197,25197,50,1311,0,0,50,0,4,0,0,74.9,56.559,-0.046,-2.096,97,78.7,54.67439,1.24679E+07,22.10862,563938.4,2.05,18.3,64.70808,19.13,1237.866,1237.866,1.95,9.810257,9.810257,1.302454E+07,0.9572625,589115.8,9.280753E-05,8.884117E-05,,,,,,
32791,2697,HZO,MARINEMAX INC FL,'567908108,11,5794,25247,25197,25197,50,5551,0,0,53,0,9,0,0,99.3,21.71,1.758,0.235,523.1,308.5,52.26768,6635968,10.67855,621429.7,1.523,214.6,22.15535,48.01,1063.678,1063.678,20.12,2.386183,2.386183,6580196,1.008476,616206.8,8.482165E-05,8.554058E-05,,,,,,
44203,6078,VSTO,VISTA OUTDOOR INC,'928377100,11,1595,25247,25197,25197,50,3949,0,0,53,0,1,0,0,88.1,56.502,1.147,-2.437,596.5,426.3,119.2053,1.124738E+07,15.61566,720263.3,3.584,170.2,57.74628,43.03,2484.823,2484.823,5.29,8.134216,8.134216,1.565395E+07,0.7185013,1002452,0.0001189137,8.543963E-05,,,,,,
39117,5489,TIPT,TIPTREE INC CL A,'88822Q103,11,1971,25247,25197,25197,50,6798,1,1,55,1,11,1,0,37,20.538,0.882,-1.755,294.7,129.7,99.98218,2322434,11.76182,197455.4,2.637,165,32.75622,10.51,344.2679,344.2679,3.89,2.701799,2.701799,5702096,0.4072948,484797.3,0.000206235,8.399846E-05,,,,,,
43995,1029,KTB,KONTOOR BRANDS INC,'50050N103,11,517,25247,25197,25197,50,2321,0,0,53,0,1,0,0,95.3,53.025,1.124,-0.048,651.8,504.5,40.88545,1.236706E+07,24.67679,501161.5,1.172,147.3,57.63191,64.41328,3712.261,3712.261,6.03,10.68214,10.68214,1.220803E+07,1.013027,494717,8.264412E-05,8.37207E-05,,,,,,
42489,9026,OVID,OVID THERAPEUTICS INC,'690469101,11,1032,25247,25197,25197,50,2834,0,0,56,0,10,0,0,53.7,46.768,2.663,-0.366,208.4,0,80.32129,1.065292E+07,12.17469,875005.8,3.029,208.4,67.81609,4.49,304.4942,304.4942,1.85,2.427027,2.427027,1.134044E+07,0.9393748,931476.8,8.623005E-05,8.100233E-05,,,,,,
37991,1480,DCP,DCP MIDSTREAM LP,'23311P100,71,3906,25247,25197,25197,50,4922,0,0,50,0,8,0,0,32.1,89.744,0.187,-2.708,2318,1657,59.59462,4226328,6.037823,699975.5,2.895,661,208.3616,30.76,6409.204,6409.204,1.69,18.20118,18.20118,4333254,0.9753245,717684.8,8.303732E-05,8.098833E-05,,,,,,
37805,1340,EVRI,EVERI HOLDINGS INC,'30034T103,11,3955,25247,25197,25197,50,7389,0,0,53,0,12,0,0,91.1,86.559,0.236,-0.159,139.1,113.3,74.0625,2.253726E+07,14.20432,1586649,0.395,25.8,88.12046,22.28,1963.324,1963.324,2.26,9.858407,9.858407,1.730062E+07,1.302685,1217984,6.080747E-05,7.921297E-05,,,,,,
31593,987,MMS,MAXIMUS INC,'577933104,11,6038,25247,25197,25197,50,8742,0,0,52,0,12,0,0,98,60.779,1.3,0.432,959.3,818.1,31.82206,781739,3.33483,234416.4,0.8679999,141.2,61.47173,94.39001,5802.317,5802.317,4.84,19.50207,19.50207,1031219,0.7580728,309226.8,0.0001029085,7.801211E-05,,,,,,
7194,2799,MTZ,MASTEC INC,'576323109,11,12228,25247,25197,25197,50,1623,0,0,52,0,12,0,0,83.4,55.856,0.906,0.485,1775.4,1416.6,75.90038,4237510,6.306378,671940.4,0.421,358.8,74.31158,117.22,8710.803,8710.803,10.78,10.87384,10.87384,5126418,0.8266026,812894.2,9.337055E-05,7.718034E-05,,,,,,
